Date,Year,Companies,Transaction Type,Deal Value,Key Details,Source File,SDC Deal No,Date Announced,Rank Date,Rank Value inc. Net Debt of Target,Target Full Name,Target PermID,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror PermID,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,M&A TRBC Activity,M&A Type,Deal Status,Deal Synopsis,Target Business Description,Acquiror Short Business Description,Acquisition Techniques,Buyouts or Financial Sponsor Involvement Flag,Deal Type,Cross Border Deal Flag,Enterprise Value at Announcement,Enterprise Value at Effective Date,Target Market Value 4 Weeks Prior to Announcement,Acquiror Market Value 4 Weeks Prior to Announcement,Premium Paid - 1 Day Prior to Announcement,Premium Paid - 1 Week Prior to Announcement,Premium Paid - 4 Weeks Prior to Announcement,Ratio of Transaction Value to Sales,Ratio of Deal Value to EBIT,Ratio of Deal Value to EBITDA,Ratio of Deal Value to Net Income,Target Stock Price on Announcement Day,Research & Development Expense Last 12 Months,Research & Development Expense 2 Years Prior,Research & Development Expense 3 Years Prior,Defensive Tactics,Defensive Tactics Flag,EBIT Margin,EBIT 3 Year Growth Rate Percentage,EBIT 5 Year Growth Rate Percentage,EBITDA 3 Year Growth Rate,EBITDA 5 Year Growth Rate,Net Sales 2 Year Growth Rate,Net Sales 3 Year Growth Rate,Leveraged Buyout Flag,Date Withdrawn,Date Originally Announced,Target High Share Price Last 12 Months,Corresponding transcript,Unnamed: 53
2022-11-14,2022,Indivior acquiring Opiant Pharmaceuticals,Acquisition,$145M + CVRs up to $8/share,Nalmefene nasal spray for fentanyl,2022-Nov-14-INDV.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-Nov-14-INDV.L-137572103150-Transcript,
2022-11-22,2022,Graybug Vision + CalciMedica reverse merger,Reverse Merger,71% CalciMedica / 29% Graybug,Auxora Phase 2b pancreatitis,2022-Nov-22-CALC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-Nov-22-CALC.OQ-137903805613-Transcript,
2022-11-29,2022,Bionano Genomics acquiring Purigen Biosystems,Acquisition,Undisclosed,ITP nucleic-acid extraction platform,2022-Nov-29-BNGO.OQ,4006897020.0,2022-11-28,2022-11-28,64.0,Purigen Biosystems Inc,5039630702,Healthcare,Biotechnology,United States,Bionano Genomics Inc,4296225077,Healthcare,Healthcare Equipment & Supplies,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Bionano Genomics Inc acquired Purigen Biosystems Inc, a Pleasanton-based provider of biotechnology research and development services, for a total USD 64 mil. The consideration was to consist of USD 32 mil in cash and up to USD 32 mil in profit-related payments.","Purigen Biosystems Inc is a provider of platform for extracting and quantifying deoxyribonucleic acid (DNA) and ribonucleic acid (RNA) from biological samples. The Company was founded in August 2012 and is located in Pleasanton, California. It offers a menu of consumable kits that enable purification and quantitation of nucleic acid from a range of samples, including blood, plasma, fresh or formalin-fixed, paraffin-embedded (FFPE) tissues, buccal swabs, and cultured or sorted cells.",Analytical Laboratory Instrument Manufacturing,Not Applicable,False,Disclosed Value,False,,,,694.803,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2022-11-28,,2022-Nov-29-BNGO.OQ-138783934212-Transcript,
2022-10-03,2022,DRI Healthcare acquiring OMIDRIA royalty,Royalty Acquisition,$125M + milestones,Ophthalmic surgery royalty through 2030,2022-Oct-03-OMER.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-Oct-03-OMER.OQ-139058751503-Transcript,
2022-10-12,2022,Pasithea acquiring AlloMek Therapeutics,Acquisition,$1M + 2.7M shares + milestones,MEK-1/2 inhibitor for RASopathies,2022-Oct-12-KTTA.OQ,3988062020.0,2022-10-11,2022-10-11,9.398,AlloMek Therapeutics LLC,,Healthcare,Biotechnology,United States,Pasithea Therapeutics Corp,,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Pasithea Therapeutics Corp (Pasithea) acquired the entire share capital of AlloMek Therapeutics LLC, a Woodbridge-based provider of biotechnology research and development services, for an estimated USD 9.398 mil. The consideration consisted of USD 1.05 mil in cash, the issuance of 2.7 mil Pasithea common shares valued at USD 3.348 mil, up to USD 5 mil in profit-related payments, and an undisclosed amount in warrants. The shares were valued based on Pasithea's closing stock price of USD 1.24 on 10 October 2022, the last full trading day prior to the announcement of the transaction.","AlloMek Therapeutics LLC., located in Woodbridge, Connecticut, is a biotechnology company that is engaged in the research and development of various rare diseases. It currently researches the CIP-137401 drug. The Company was founded in 2011.",Research and Development in Biotechnology,Not Applicable,False,Disclosed Value,False,9.398,9.398,,32.038,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2022-10-12,,2022-Oct-12-KTTA.OQ-140191190824-Transcript,
2022-10-13,2022,Enliven + Imara merger,Reverse Merger,84% Enliven + $165M PIPE,Precision-oncology portfolio,2022-Oct-13-ELVN.OQ,3988573020.0,2022-10-13,2022-10-13,324.647,Enliven Therapeutics Inc,,Healthcare,Biotechnology,United States,Imara Inc,,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Imara Inc (Imara) merged with Enliven Therapeutics Inc (Enliven), a Boulder-based biopharmaceutical company, for a total USD 324.647 mil, in a stock swap reverse takeover transaction. On completion, Enliven and Imara owned an 84% interest and a 16% stake in the company, respectively. The combined entity was renamed Enliven Therapeutics Inc and listed on Nasdaq under ticker symbol ELVN.","Enliven Therapeutics Inc, located in Boulder, Colorado, is a biopharmaceutical company that is engaged in the research and development of oncology therapeutics. The Company was founded in 2019.",Biopharmaceutical company,Stock Swap|Financial Acquiror|Reverse Takeover,True,Disclosed Value,False,324.647,324.647,,63.615,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2022-10-13,,2022-Oct-13-ELVN.OQ-139828373003-Transcript,
2022-10-19,2022,Advaxis + Ayala Pharmaceuticals merger,Reverse Merger,Stock-for-stock,Gamma-secretase inhibitor AL102,2022-Oct-19-ADXS.PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-Oct-19-ADXS.PK-138018490764-Transcript,
2022-12-12,2022,Amgen acquiring Horizon Therapeutics,Acquisition,$27.8B,"TEPEZZA, KRYSTEXXA, UPLIZNA",2022-Dec-12-AMGN.OQ,4006677020.0,2022-11-29,2022-12-12,27569.164,Horizon Therapeutics PLC,5037276891,Healthcare,Pharmaceuticals,United States,Pillartree Ltd,5083838832,Financials,Other Financials,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Pillartree Ltd, a unit of Amgen Inc, acquired the entire share capital of Horizon Therapeutics PLC (Horizon Therapeutics), a Deerfield-based manufacturer of pharmaceutical preparation, for USD 116.5 in cash per share, or a total value of USD 27.126 bil, via scheme of arrangement. Concurrently, Janssen Global Services LLC withdrew its plans to acquire the entire share capital of Horizon Therapeutics. Originally, in November 2022, an investor group, comprised of Amgen Inc, Janssen Global Services LLC and Sanofi SA were the potential bidders to acquire the entire share capital of Horizon Therapeutics.","Horizon Therapeutics PLC, located in Dublin, Leinster, is a manufacturer of pharmaceutical preparation. It is a biotechnology company. The Company is focused on the discovery, development and commercialization of medicines that address critical needs for people impacted by rare, autoimmune, and severe inflammatory diseases. The Company's portfolio is composed of approximately 12 medicines in the areas of rare diseases, gout, ophthalmology, and inflammation. The Company operates through two segments: orphan segment and the inflammation segment. The orphan segment includes medicines, such as TEPEZZA, KRYSTEXXA, RAVICTI, PROCYSBI, UPLIZNA injection, ACTIMMUNE injection, BUPHENYL tablets and powder, and QUINSAIR solution. The inflammation segment includes medicines, such as PENNSAID, RAYOS, VIMOVO, and DUEXIS. The Company was founded in March 2010.",Miscellaneous Intermediation,Scheme of Arrangement,False,Disclosed Value,False,26929.4487235,27086.124564,14363.781,,49.36,50.77,84.39,7.391,36.681,24.086,47.799,78.76,455.675,171.427,92.033,Not Applicable,False,0.201,99.182,0.0,54.513,0.0,57.525,56.439,False,,2022-11-29,116.36,2022-Dec-12-AMGN.OQ-137026747327-Transcript,
2022-12-13,2022,Takeda acquiring NDI-034858 from Nimbus,Asset Acquisition,$4B + up to $2B milestones,TYK2 inhibitor TAK-279,2022-Dec-13-4502.T,4012648020.0,2022-12-13,2022-12-13,6000.0,Nimbus Lakshmi Inc,5046662963,Healthcare,Biotechnology,United States,Takeda Pharmaceutical Co Ltd,4295877353,Healthcare,Pharmaceuticals,Japan,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Takeda Pharmaceutical Co Ltd of Japan acquired the entire share capital of Nimbus Lakshmi Inc, a Boston-based manufacturer of biological products, from Nimbus Therapeutics LLC, for an estimated USD 6 bil. The consideration was to consist of the USD 4 bil in cash and up to USD 2 bil in profit-related payments.","Nimbus Lakshmi Inc, located in Boston, Massachusetts, is a biotechnology holding company. It develops NDI-034858, an oral, selective allosteric TYK2 inhibitor being evaluated for the treatment of multiple autoimmune diseases. The Company was founded on April 12, 2010.",Pharmaceutical Preparation Manufacturing,Divestiture,True,Disclosed Value,True,6000,6000,,42844.258,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2022-12-13,,2022-Dec-13-4502.T-137993920700-Transcript,
2022-12-14,2022,Vallon + GRI Bio reverse merger,Reverse Merger,All-stock,"NKT-cell regulators, $14.75M PIPE",2022-Dec-14-GRI.OQ,4020305020.0,2022-12-13,2022-12-13,62.25,GRI Bio Inc,5035526131,Healthcare,Biotechnology,United States,Vallon Pharmaceuticals Inc,5068335822,Healthcare,Biotechnology,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Vallon Pharmaceuticals Inc (Vallon) acquired the entire share capital of GRI Bio Inc (GRI Bio), a La Jolla-based provider of biotechnology research and development services, for an estimated total USD 62.25 mil, in a stock swap reverse takeover transaction. On completion, Vallon and GRI Bio shareholders were to own 17% stake and 83% interest in the combined entity, respectively. The combined entity was renamed to GRI Bio Inc and listed in NASDAQ.","GRI Bio Inc is a provider of biotechnology research and development services. The Company was founded in May 2009 and is located in La Jolla, California.",Research and Development in Biotechnology,Stock Swap|Reverse Takeover,False,Disclosed Value,False,62.25,62.25,,7.314,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2022-12-13,,2022-Dec-14-GRI.OQ-137345146904-Transcript,
2022-12-27,2022,Catalyst acquiring F351 assets & Beijing stake,Reverse Merger/Asset Acquisition,$8.5M equity + CVRs,Phase III anti-fibrosis F351,2022-Dec-27-GYRE.OQ,4020588040.0,2022-12-27,2022-12-27,555.308289038931,Beijing Continent Pharmaceuticals Co Ltd,5037969895,Healthcare,Biotechnology,China (Mainland),Catalyst Biosciences Inc,4295899884,Healthcare,Pharmaceuticals,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"CHINA - Catalyst Biosciences Inc of the US (Catalyst) acquired a 65.18% interest in Beijing Continent Pharmaceuticals Co Ltd, a Beijing-based manufacturer of biological products, a unit of GNI USA Inc, ultimately owned by GNI Group Ltd, in exchange for 1.111 bil Catalyst's new ordinary shares valued at an estimated CNY 3.866 bil (USD 555.308 mil), in a stock swap reverse takeover transaction. The shares were valued based on Catalyst's closing stock price of CNY 3.48 (USD 0.5) on 23 December 2022, the last full trading day prior to the terms disclosure.","Beijing Continent Pharmaceuticals Co Ltd, located in Beijing, China, is a manufacturer of biological products. The Company is primarily engaged in the research, development and commercialization of innovative drugs for organ fibrosis. The Company was founded in July 2002.",Pharmaceutical Preparation Manufacturing,Stock Swap|Reverse Takeover|Divestiture,False,Disclosed Value,True,852.083575809483,842.663870979449,,632.609,,,,,0.0,0.0,0.0,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2022-12-27,,2022-Dec-27-GYRE.OQ-139319080475-Transcript,
2023-01-09,2023,Ipsen acquiring Albireo,Acquisition,~$800M,"Bylvay for PFIC, rare liver disease",2023-Jan-09-IPN.PA,4023867020.0,2023-01-09,2023-01-09,903.7,Albireo Pharma Inc,4295904266,Healthcare,Biotechnology,United States,Ipsen Biopharmaceuticals Inc,4295900085,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Ipsen Biopharmaceuticals Inc, a unit of Ipsen Pharma SAS, acquired the entire share capital of Albireo Pharma Inc (Albireo), a Boston-based biopharmaceutical company, for a total value of USD 1.126 bil, via tender offer. The consideration was to consist of USD 42 in cash per share, and USD 216.572 mil in contingent value rights. Earlier, Ipsen completed its tender offer for Albireo by accepting 12.229 mil, or 56.468% of Albireo common shares outstanding. The offer was conditioned upon at least a majority of Albireo shares being tendered. On completion, Albireo was delisted from the NASDAQ Capital Market.","Albireo Pharma Inc, located in Boston, Massachusetts, is a commercial-stage biopharmaceutical company. It is focused on the development and commercialization of bile acid modulators to treat orphan pediatric liver diseases and other liver or gastrointestinal diseases and disorders. Its product, Bylvay, is for the treatment of pruritis in patients with progressive familial intrahepatic cholestasis (PFIC) ages three months or older and is authorized in Europe for the treatment of PFIC in patients ages six months or older. Its product candidate elobixibat is licensed for the treatment of chronic constipation and other functional diseases in Japan and other select markets in Asia. Its lead candidate for adult liver diseases, A3907, is a selective inhibitor of the apical sodium-dependent bile acid transporter (ASBT) where systemic bioavailability has been demonstrated in preclinical and clinical studies. Its preclinical candidate for adult viral and liver diseases includes A2342. The Company was founded in December 2003.",Biopharmaceutical company,Tender/Merger|Tender Offer,False,Tender Offers|Disclosed Value,True,687.128038,646.617316,459.35,,84.05,94.35,98.02,19.623,-9.162,0.0,-8.587,43.85,88.705,76.777,45.575,Not Applicable,False,-2.142,0.0,0.0,0.0,0.0,388.433,105.212,False,,2023-01-09,37.29,2023-Jan-09-IPN.PA-136911600932-Transcript,
2023-01-17,2023,Leap acquiring Flame Biosciences,Acquisition,~$50M net cash,Anti-Claudin18.2 FL-301,2023-Jan-17-LPTX.OQ,4028348020.0,2023-01-17,2023-01-17,11.481,Flame Biosciences Inc,5073639460,Healthcare,Biotechnology,United States,Leap Therapeutics Inc,5001436677,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Pending,"US - Leap Therapeutics Inc (Leap) definitively agreed to acquire Flame Biosciences Inc, a New Hope-based provider of biotechnology research and development services, in exchange of 19.794 mil Leap common shares valued at USD 11.481 mil. The shares were valued base on Leap's closing stock price of USD 0.58 on 13 January 2023, the last full trading day prior to the announcement.","Flame Biosciences Inc, located in New Hope, Pennsylvania, is a clinical stage company focused on the research, development and commercialization of transformative therapies for cancer and other inflammatory conditions.",Research and Development in Biotechnology,Not Applicable,False,Disclosed Value,False,,,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2023-01-17,,2023-Jan-17-LPTX.OQ-138890544663-Transcript,
2023-01-27,2023,Sol-Gel acquiring PellePharm assets,Asset Acquisition,$4.7M + up to $70M milestones,Patidegib Gel for Gorlin syndrome,2023-Jan-27-SLGL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-Jan-27-SLGL.OQ-139118853689-Transcript,
2023-02-15,2023,Bavarian Nordic acquiring BioSolutions,Acquisition,Undisclosed,Travel vaccines portfolio,2023-Feb-15-BAVA.CO,4040209020.0,2023-02-15,2023-02-15,380.0,Emergent BioSolutions Inc-Travel Health Business,,Healthcare,Pharmaceuticals,United States,Bavarian Nordic A/S,4295866173,Healthcare,Biotechnology,Denmark,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Bavarian Nordic A/S of Denmark acquired travel health business of Emergent BioSolutions Inc, a Gaithersburg-based manufacturer of pharmaceutical preparation, for a total USD 380 mil. USD 270 mil plus up to USD 110 mil in profit-related payments","Travel health business of Emergent Biosolutions Inc, located in Gaithersburg, Maryland, includes rights to Vivotif, the licensed typhoid vaccine, Vaxchora, the licensed cholera vaccine, the development-stage chikungunya vaccine candidate CHIKV VLP, the manufacturing site in Bern, Switzerland and certain of its development facilities in San Diego, California.",Biological Product (Except Diagnostic) Manufacturing,Divestiture,False,Disclosed Value,True,,,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2023-02-15,,2023-Feb-15-BAVA.CO-137862033769-Transcript,
2023-02-16,2023,Erytech + Pherecydes Pharma merger,Merger,Undisclosed,Red blood cell + phage therapy,2023-Feb-16-PHXM.PA,4041186040.0,2023-02-15,2023-02-15,22.7614784279626,Pherecydes Pharma SA,5035543396,Healthcare,Biotechnology,France,Erytech Pharma SA,4297184949,Healthcare,Biotechnology,France,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"FRANCE - Erytech Pharma SA acquired the entire share capital of Pherecydes Pharma SA, a Romainville-based manufacturer of biological products, for a total EUR 19.7 mil (USD 21.148 mil), in a stock swap transaction. Erytech offered 15 new ordinary shares per 4 Pherecydes shares. Based on Erytech's closing stock price of EUR 0.895 (USD 0.9608) on 14 February 2023, the last full trading day prior to the announcement, each Pherecydes share was valued at EUR 3.356 (USD 3.602).","Pherecydes Pharma SA is a manufacturer of biological products. The Company was founded in 2007 and is located in Romainville, France.",Biological Product (Except Diagnostic) Manufacturing,Financial Acquiror|Stock Swap,True,Disclosed Value,False,22.662153143639,26.4441796376149,14.6955029624114,34.362,39.83,52.55,44.66,,-2.945,0.0,-4.059,2.811,,,,Not Applicable,False,0.0,0.0,0.0,0.0,0.0,,0.0,False,,2023-02-15,7.075,2023-Feb-16-PHXM.PA-138306583130-Transcript,
2023-02-23,2023,MEI Pharma + Infinity Pharmaceuticals merger,Merger,Undisclosed,Oncology pipeline combination,2023-Feb-23-INFIQ.PK,4044843020.0,2023-02-23,2023-02-23,,Infinity Pharmaceuticals Inc,4295915855,Healthcare,Pharmaceuticals,United States,MEI Pharma Inc,4295899598,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Withdrawn,"US - MEI Pharma Inc (MEI) withdrew its plans to merge with Infinity Pharmaceuticals Inc (Inifinity), a Cambridge-based manufacturer of pharmaceutical preparation, for a total USD 27.561 mil, in a stock swap transaction MEI offered 1.045 common shares per Infinity common shares. The shares were valued at USD 0.308 based on MEI's closing stock price of USD 0.295 on 22 February 2023, the last full trading day prior to the announcement. Upon completion, MEI and Infinity shareholders were to own 58% interest and 42% stake of the merged entity, respectively.","Infinity Pharmaceuticals Inc, located in Cambridge, California, is a drug discovery and development company and manufacturer of pharmaceuticals for the treatment of cancer and related conditions. The Company was founded in 1995.","Manufacture pharmaceutical, cancer drugs",Stock Swap,False,Disclosed Value,False,,,58.117,43.31,-44.0,-46.25,-52.62,10.629,-0.615,0.0,-0.621,0.281,32.411,31.647,26.761,Not Applicable,False,-17.294,0.0,0.0,0.0,0.0,39.559,22.818,False,2023-07-23,2023-02-23,1.7,2023-Feb-23-INFIQ.PK-139081038364-Transcript,
2023-02-23,2023,VBL Therapeutics + Notable Labs merger,Merger,Undisclosed,Precision medicine focus,2023-Feb-23-NTBLQ.PK,4045504020.0,2023-02-23,2023-02-23,33.536,Notable Labs Inc,5050953957,Healthcare,Biotechnology,United States,Vascular Biogenics Ltd,4297238565,Healthcare,Pharmaceuticals,Israel,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Vascular Biogenics Ltd (Vascular) of Israel definitively merged with Notable Labs Inc (Notable), a Foster City-based provider of biotechnology research and development services, for a total USD 33.536 mil, in a stock swap reverse takeover transaction. The shares were valued based on Vascular's closing stock price of USD 4.543 on 22 February 2023, the last full trading day prior to the announcement. On completion, Vascular and Notable shareholders were owned 24% stake and 76% interest of the merged entity, respectively. The combined entity was named Notable Labs Ltd, trading under Nasdaq Capital Market with ticker symbol NTBL.","Notable Labs Inc, located in Foster City, California, is a provider of biotechnology research and development services. It is a translationally focused drug development company that uses a clinically validated, automated compound sensitivity platform to identify and advance novel therapeutic candidates to dramatically reduce the cost and time of the traditional drug development process. The Company was founded in 2014.",Pharmaceutical Preparation Manufacturing,Stock Swap|Financial Acquiror|Reverse Takeover,True,Disclosed Value,True,33.536,33.536,,8.118,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2023-02-23,,2023-Feb-23-NTBLQ.PK-138267860050-Transcript,
2023-03-13,2023,Pfizer acquiring Seagen,Acquisition,~$43B,Major ADC technology acquisition,2023-Mar-13-PFE.N,4044786020.0,2023-03-13,2023-03-13,42101.664,Seagen Inc,4295901424,Healthcare,Biotechnology,United States,Pfizer Inc,4295904722,Healthcare,Pharmaceuticals,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Pfizer Inc (Pfizer) acquired the entire share capital of Seagen Inc (Seagen), a Bothell-based biotechnology company focused on monoclonal antibody-based therapies for the treatment of cancer and autoimmune disease, from Baker Bros Advisors LP (25.314%), for USD 229 in cash per share, or a total of USD 43.837 bil. Originally, in February 2023, Pfizer was rumored to be planning to acquire the entire share capital of Seagen.","Seagen Inc, located in Bothell, Washington, is a biotechnology company that develops and commercializes targeted therapies to treat cancer. The Company is engaged in commercializing ADCETRIS, or brentuximab vedotin, for the treatment of certain CD30-expressing lymphomas; PADCEV, or enfortumab vedotin-ejfv, for the treatment of certain metastatic urothelial cancers; TUKYSA, or tucatinib, for the treatment of certain metastatic human epidermal growth factor receptor 2 (HER2) -positive breast and colorectal cancers, and TIVDAK, or tisotumab vedotin-tftv, for the treatment of certain metastatic cervical cancers. It is also advancing a pipeline of novel therapies for solid tumors and blood-related cancers designed to address unmet medical needs and improve treatment outcomes for patients. Its programs including ADCETRIS, PADCEV and TIVDAK, are based on the Companys antibody-drug conjugate (ADC) technology that utilizes the targeting ability of monoclonal antibodies to deliver cell-killing agents directly to cancer cells. The Company was founded on July 15, 1997.","Manufacture,wholesale pharmaceuticals",Rumored Deal,False,Disclosed Value,False,41175.391133,41048.393,26321.267,247183.093,41.91,40.9,62.79,22.338,-71.515,0.0,-71.827,178.16,1344.361,1228.672,827.129,Not Applicable,False,-0.312,0.0,0.0,0.0,0.0,24.647,-5.024,False,,2023-02-26,180.11,2023-Mar-13-PFE.N-140141055852-Transcript,
2023-03-16,2023,Eris acquiring Dr. Reddy's dermatology brands,Asset Acquisition,₹275 crores,9 cosmetic dermatology brands,2023-Mar-16-ERIS.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-Mar-16-ERIS.NS-139538799636-Transcript,
2023-03-30,2023,Galenica + Shop Apotheke Europe JV,Joint Venture,CHF 0.5B sales,Swiss online pharmacy leader,2023-Mar-30-GALE.S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-Mar-30-GALE.S-140432678439-Transcript,
2023-04-17,2023,Merck acquiring Prometheus Biosciences,Acquisition,Multibillion potential,PRA-023 for UC & Crohn's,2023-Apr-17-MRK.N,4066521020.0,2023-04-16,2023-04-16,10212.24,Prometheus Biosciences Inc,5057940357,Healthcare,Pharmaceuticals,United States,Merck & Co Inc,4295904886,Healthcare,Pharmaceuticals,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Merck & Co Inc merged with Prometheus Biosciences Inc, a San Diego-based manufacturer of pharmaceutical preparation, for USD 200 in cash per share, or a total value of USD 10.926 bil.","Prometheus Biosciences Inc, located in San Diego, California, is a clinical-stage biotechnology company. It discovers, develops and commercializes therapeutic products for the treatment of immune-mediated diseases, inflammatory bowel disease. Its precision medicine platform, Prometheus360, includes gastrointestinal bioinformatics databases and sample biobanks, to identify therapeutic targets, develop therapeutic candidates to engage those targets, and develop genetics-based diagnostic tests designed to identify patients to respond to its therapeutic candidates. The Company was founded in 1995.",Manufactures and Wholesales Pharmaceuticals,Not Applicable,False,Disclosed Value,False,10158.2396,10146.7426,5380.045,264173.922,75.42,77.21,77.59,2734.896,-67.284,0.0,-72.568,193.51,121.335,62.427,19.147,Not Applicable,False,-40.647,0.0,0.0,0.0,0.0,117.609,135.378,False,,2023-04-16,126.29,2023-Apr-17-MRK.N-137115654017-Transcript,
2023-04-25,2023,Assertio acquiring Spectrum Pharmaceuticals,Acquisition,All-stock + CVR,Specialty pharma consolidation,2023-Apr-25-ASRT.OQ,4070667020.0,2023-04-25,2023-04-25,255.413,Spectrum Pharmaceuticals Inc,4295907365,Healthcare,Biotechnology,United States,Assertio Holdings Inc,5073962717,Consumer Products and Services,Professional Services,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Assertio Holdings Inc (Assertio) acquired the entire share capital of Spectrum Pharmaceuticals Inc (Spectrum), a Henderson-based manufacturer of biological products, in a stock swap transaction valued at 282.709 mil. Assertio offered 0.1783 common shares per Spectrum share, and USD 42.16 mil in contingent value rights. Based on Assertio closing stock price of 6.4 on 24 April 2023, the last full trading day prior to the announcement, each Target share was valued at 1.141. Upon completion, Assertio and Spectrum shareholders were to own 65% interest and 35% stake in the merged entity, respectively.","Spectrum Pharmaceuticals Inc, based in Henderson, Nevada, is a biopharmaceutical company. It is engaged in acquiring, developing and commercializing a portfolio of oncology and other drug candidates. The Company was founded in December 1987.",Pharmaceutical Preparation Manufacturing,Stock Swap,False,Disclosed Value,False,213.228108727,179.872621346,141.237,348.458,65.12,59.8,70.3,10.988,-4.452,0.0,-4.175,0.916,43.434,87.297,89.677,Not Applicable,False,-2.468,0.0,0.0,0.0,0.0,,0.0,False,,2023-04-25,1.56,2023-Apr-25-ASRT.OQ-137288236694-Transcript,
2023-04-25,2023,IPCA acquiring Unichem Laboratories,Acquisition,"₹1,034 + ₹806 Cr open offer",Indian pharma with API synergies,2023-Apr-25-IPCA.NS,4069842040.0,2023-04-24,2023-04-24,114.809982997328,Unichem Laboratories Ltd,4295873083,Healthcare,Pharmaceuticals,India,IPCA Laboratories Ltd,4295873554,Healthcare,Pharmaceuticals,India,Pharmaceuticals (NEC),Stake Purchases Deal,Completed,"INDIA - IPCA Laboratories Ltd (ILL) acquired a 33.380% stake or 23.501 mil ordinary shares in Unichem Laboratories Ltd (ULL), a Mumbai-based manufacturer of medicinals and botanicals, from Prakash Amrut Mody, for an amended INR 402.25 (USD 4.885), or a total INR 9.453 bil (USD 114.81 mil) in cash, in a privately negotiated transaction. Originally, ILL offered INR 440 (USD 5.364) price per share, or a total INR 10.341 bil (USD 126.059 mil) in cash. Concurrently, ILL intended to launch a tender offer to raise its interest to 59.38% from 33.38%, by acquiring 26% in ULL.","Unichem Laboratories Ltd is a manufacturer of medicinals and botanicals. The Company was founded in 1944 and is located in Mumbai, India.","Mnfr,wholesale pharmaceuticals",Privately Negotiated Purchase,False,Stake Purchase,False,361.283306131788,357.877032968693,236.927597955707,,6.74,4.83,45.45,2.109,-18.203,0.0,-14.004,4.735,13.3152507302824,13.7221275559883,15.8115993184031,Not Applicable,False,-0.116,0.0,0.0,0.0,0.0,5.764,4.276,False,,2023-04-24,5.575,2023-Apr-25-IPCA.NS-139823930802-Transcript,
